1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,250000,225225,204918,187969,173611,161290,150602,141242,132978,125628,119047,113122,107758,102880,98425,94339,90579,87108,83892,80906,78125,75528,73099,70821,68681,66666,64766,62972,61274,59665,58139,56689,55309,53995,52742,51546,50403,49309,48262,47258,46296,45372,44483,43630,42808,42016,41254,40518,39808,39123,38461,37821,37202,36603,36023,35460,34916,34387,33875,33377,32894,32425,31969,31525,31094,30674,30266,29868,29481,29103,28735,28376,28026,27685,27352,27027,26709,26399,26096,25799,25510,25227,25000,22321,20161,18382,16891,15625,14534,13586,12755,12019,11363,10775,10245,9765,9328,8928,8561,8223,7911,7621,7352,7102,6868,6648,6443,6250,6067,5896,5733,5580,5434,5296,5165,5040,4921,4807,4699,4595,4496,4401,4310,4222,4139,4058,3980,3906,3834,3765,3698,3633,3571,3511,3453,3396,3342,3289,3238,3188,3140,3094,3048,3004,2962,2920,2880,2840,2802,2765,2729,2693,2659,2626,2593,2561,2530,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,1923,1562,1315,1136,1000,892,806,735,675,625,581,543,510,480,454,431,409,390,373,357,342,328,316,304,294,284,274,265,257,250,250,250,250,250,250,250,250,250,250,192,156,131,113,100,89,80,73,67,62,58,54,51,48,45,43,40,39,37,35,34,32,31,30,29,28,27,26,25,25,25,25,25,122
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
